"","word","n"
"1279","jazz aspen selected",2
"1280","jazz at the",2
"1281","jazz bassist and",2
"1282","jazz bebop and",2
"1283","jazz composer and",2
"1284","jazz double bass",2
"1285","jazz drummer en",2
"1286","jazz drummer he",2
"1287","jazz drummer max",2
"1288","jazz festival in",2
"1289","jazz festivals such",2
"1290","jazz fusion funk",2
"1291","jazz guitarist en",2
"1292","jazz messengers and",2
"1293","jazz messengers from",2
"1294","jazz messengers he",2
"1295","jazz movement of",2
"1296","jazz musician and",2
"1297","jazz musicians of",2
"1298","jazz musicians such",2
"1299","jazz musicians who",2
"1300","jazz orchestra his",2
"1301","jazz pianist organist",2
"1302","jazz pianist who",2
"1303","jazz program honoring",2
"1304","jazz quartet and",2
"1305","jazz rhythm and",2
"1306","jazz saxophonist clarinetist",2
"1307","jazz singer known",2
"1308","jazz standards including",2
"1309","jazz trio and",2
"1310","jazz trumpeters of",2
"1311","jeff tain watts",2
"1312","jimmy blanton and",2
"1313","john coltrane quartet",2
"1314","john scofield and",2
"1315","jones he attended",2
"1316","jr april 22",2
"1317","jr born april",2
"1318","kennedy center honors",2
"1319","known as a",2
"1320","known as one",2
"1321","known compositions include",2
"1322","known for having",2
"1323","known for her",2
"1324","large body of",2
"1325","las vegas nevada",2
"1326","late 1960s he",2
"1327","late 1970s and",2
"1328","later worked with",2
"1329","lead singer and",2
"1330","leader and a",2
"1331","leading his own",2
"1332","led the group",2
"1333","led to a",2
"1334","legacy of consistently",2
"1335","legendary jazz drummer",2
"1336","let it bleed",2
"1337","line up of",2
"1338","live album try",2
"1339","lust for life",2
"1340","made him a",2
"1341","made his first",2
"1342","magazine's 100 greatest",2
"1343","magazine's list of",2
"1344","major figure in",2
"1345","major with high",2
"1346","making him one",2
"1347","male pop vocal",2
"1348","man with the",2
"1349","manhattan new york",2
"1350","many of pop's",2
"1351","marsalis and the",2
"1352","marsalis harry connick",2
"1353","mary j blige",2
"1354","mater berklee college",2
"1355","max roach and",2
"1356","max roach the",2
"1357","may 14 2015",2
"1358","medal of arts",2
"1359","medal of freedom",2
"1360","member of a",2
"1361","messengers he has",2
"1362","michigan prestigious artserv",2
"1363","mid to late",2
"1364","mighty clouds of",2
"1365","miles davis's band",2
"1366","miles davis and",2
"1367","miles davis from",2
"1368","million copies in",2
"1369","modern jazz quartet",2
"1370","monk institute and",2
"1371","monk international jazz",2
"1372","montgomery and george",2
"1373","moore began his",2
"1374","more as a",2
"1375","more than 200",2
"1376","most influential and",2
"1377","most influential jazz",2
"1378","most of his",2
"1379","most recent studio",2
"1380","most successful album",2
"1381","mtv video music",2
"1382","music artists of",2
"1383","music at northwestern",2
"1384","music awards and",2
"1385","music composition in",2
"1386","music critic robert",2
"1387","music from the",2
"1388","music hall of",2
"1389","music he has",2
"1390","music in 2004",2
"1391","music in july",2
"1392","music major with",2
"1393","music throughout his",2
"1394","music venues and",2
"1395","musical director and",2
"1396","musical director for",2
"1397","musician he was",2
"1398","musician singer and",2
"1399","musician to win",2
"1400","musician who has",2
"1401","musicians ali was",2
"1402","musicians as a",2
"1403","musicians he has",2
"1404","musicians of his",2
"1405","musicians to be",2
"1406","national endowment for",2
"1407","national medal of",2
"1408","neo soul movement",2
"1409","new orleans and",2
"1410","new york he",2
"1411","new york university",2
"1412","newport jazz festival",2
"1413","next several albums",2
"1414","nine grammy awards",2
"1415","no 1 hits",2
"1416","no one else",2
"1417","nominated for an",2
"1418","nominated for two",2
"1419","north african music",2
"1420","november 2 2016",2
"1421","number one album",2
"1422","number one us",2
"1423","october 11 1936",2
"1424","of a jazz",2
"1425","of arts in",2
"1426","of bebop and",2
"1427","of blood the",2
"1428","of blue note",2
"1429","of california los",2
"1430","of consistently producing",2
"1431","of country music",2
"1432","of drummer art",2
"1433","of fame as",2
"1434","of fame he",2
"1435","of hip hop",2
"1436","of his album",2
"1437","of his best",2
"1438","of his death",2
"1439","of horn at",2
"1440","of jackson browne",2
"1441","of jazz at",2
"1442","of jazz program",2
"1443","of jazz studies",2
"1444","of michigan prestigious",2
"1445","of miles davis",2
"1446","of miles davis's",2
"1447","of modern jazz",2
"1448","of music en",2
"1449","of musicians including",2
"1450","of pop's songs",2
"1451","of r b",2
"1452","of synthesizers and",2
"1453","of the 1990s",2
"1454","of the 2000s",2
"1455","of the advisory",2
"1456","of the blue",2
"1457","of the few",2
"1458","of the first",2
"1459","of the grateful",2
"1460","of the great",2
"1461","of the group",2
"1462","of the key",2
"1463","of the leading",2
"1464","of the lincoln",2
"1465","of the piano",2
"1466","of the police",2
"1467","of the same",2
"1468","of the sun",2
"1469","of the world's",2
"1470","of trumpeter miles",2
"1471","of which have",2
"1472","often plays at",2
"1473","on a full",2
"1474","on a number",2
"1475","on a solo",2
"1476","on albums such",2
"1477","on that instrument",2
"1478","on the american",2
"1479","on the drums",2
"1480","on the hot",2
"1481","on the nbc",2
"1482","on the pop",2
"1483","on the tonight",2
"1484","on the uk",2
"1485","one emmy award",2
"1486","only musician to",2
"1487","orchestra and in",2
"1488","orchestra and of",2
"1489","orchestra led by",2
"1490","original song for",2
"1491","other jazz musicians",2
"1492","over 10 million",2
"1493","over 100 million",2
"1494","over 20 million",2
"1495","paint it black",2
"1496","participate in the",2
"1497","pennsylvania is an",2
"1498","performed and recorded",2
"1499","performed in a",2
"1500","performed on more",2
"1501","perhaps best known",2
"1502","pianist and educator",2
"1503","pianist composer arranger",2
"1504","pino palladino and",2
"1505","played in the",2
"1506","played with many",2
"1507","player in the",2
"1508","playing tenor saxophone",2
"1509","plays at music",2
"1510","plays tenor saxophone",2
"1511","poll named him",2
"1512","pop vocal performance",2
"1513","presenter of the",2
"1514","presidential medal of",2
"1515","prestigious artserv emerging",2
"1516","privileged to study",2
"1517","prize of the",2
"1518","probably the best",2
"1519","producer and educator",2
"1520","producer he has",2
"1521","producing the country",2
"1522","professor at the",2
"1523","professor of horn",2
"1524","program honoring legendary",2
"1525","program with a",2
"1526","prominence as a",2
"1527","prominence in stan",2
"1528","prominence with the",2
"1529","pursued a solo",2
"1530","q tip and",2
"1531","r b charts",2
"1532","range of musicians",2
"1533","ranging from blues",2
"1534","ranked blige as",2
"1535","ray anderson and",2
"1536","reach the top",2
"1537","reached number one",2
"1538","received the ivor",2
"1539","recent studio album",2
"1540","recipient of the",2
"1541","record for most",2
"1542","record producer and",2
"1543","recorded his first",2
"1544","recording engineer and",2
"1545","recordings from the",2
"1546","red blood cells",2
"1547","red headed stranger",2
"1548","regarded as a",2
"1549","release of the",2
"1550","released a series",2
"1551","released five studio",2
"1552","released her fifth",2
"1553","released his first",2
"1554","released in 2017",2
"1555","released in 2019",2
"1556","released the album",2
"1557","released two albums",2
"1558","remembered for his",2
"1559","return to forever",2
"1560","returned to the",2
"1561","reuben renwick rogers",2
"1562","revolutions per second",2
"1563","rich legacy of",2
"1564","rising star on",2
"1565","roach and elvin",2
"1566","roach the thelonius",2
"1567","rock band formed",2
"1568","rock band the",2
"1569","rock hard rock",2
"1570","rock heavy metal",2
"1571","rolling stone ranked",2
"1572","rose to fame",2
"1573","round about midnight",2
"1574","roy hargrove and",2
"1575","running on empty",2
"1576","s 100 greatest",2
"1577","san francisco bay",2
"1578","saturday night fever",2
"1579","saxophone and flute",2
"1580","saxophonist and clarinetist",2
"1581","scholarship earning an",2
"1582","season of the",2
"1583","selected as the",2
"1584","selected him to",2
"1585","self titled debut",2
"1586","selling musicians of",2
"1587","served as the",2
"1588","services to music",2
"1589","several years as",2
"1590","she has been",2
"1591","she has performed",2
"1592","she was appointed",2
"1593","show from 1962",2
"1594","since the late",2
"1595","singer and composer",2
"1596","singer songwriter record",2
"1597","singers of all",2
"1598","sold over 10",2
"1599","solo album the",2
"1600","solo artist henley",2
"1601","solo career en",2
"1602","solo career he",2
"1603","soloist for the",2
"1604","song for my",2
"1605","songs for others",2
"1606","songs on the",2
"1607","songwriter and actress",2
"1608","songwriter and guitarist",2
"1609","songwriter and musician",2
"1610","songwriter record producer",2
"1611","songwriters of all",2
"1612","sonny rollins and",2
"1613","soprano alto and",2
"1614","soul r b",2
"1615","spalding released her",2
"1616","spanned more than",2
"1617","stanley turrentine and",2
"1618","state of michigan",2
"1619","stooges album raw",2
"1620","student at the",2
"1621","studio album is",2
"1622","study with max",2
"1623","style that he",2
"1624","successes writing songs",2
"1625","tain watts and",2
"1626","talented musicians ali",2
"1627","teaching positions at",2
"1628","tenor saxophonist and",2
"1629","terri lyne carrington",2
"1630","than any other",2
"1631","that he helped",2
"1632","the 1950s and",2
"1633","the 1950s through",2
"1634","the 1980s he",2
"1635","the 1990s and",2
"1636","the 1990s he",2
"1637","the abstract truth",2
"1638","the album chart",2
"1639","the backing band",2
"1640","the band continued",2
"1641","the band has",2
"1642","the band of",2
"1643","the band was",2
"1644","the beacons of",2
"1645","the beginning of",2
"1646","the best is",2
"1647","the bienen school",2
"1648","the big bands",2
"1649","the birth of",2
"1650","the cotton club",2
"1651","the country top",2
"1652","the critically acclaimed",2
"1653","the detroit area",2
"1654","the diva jazz",2
"1655","the down beat",2
"1656","the downbeat hall",2
"1657","the duke ellington",2
"1658","the father of",2
"1659","the first annual",2
"1660","the first jazz",2
"1661","the forefront of",2
"1662","the free jazz",2
"1663","the frontman of",2
"1664","the grammy hall",2
"1665","the grammy lifetime",2
"1666","the grateful dead",2
"1667","the greatest artists",2
"1668","the guest soloist",2
"1669","the hip hop",2
"1670","the ivor novello",2
"1671","the jazz at",2
"1672","the jazz fusion",2
"1673","the king of",2
"1674","the late 1940s",2
"1675","the late 1970s",2
"1676","the late 1980s",2
"1677","the late 50s",2
"1678","the leader of",2
"1679","the lifetime achievement",2
"1680","the lionel hampton",2
"1681","the man with",2
"1682","the mid 1950s",2
"1683","the mid 1990s",2
"1684","the mid to",2
"1685","the mighty clouds",2
"1686","the modern jazz",2
"1687","the most popular",2
"1688","the most recent",2
"1689","the most recorded",2
"1690","the most significant",2
"1691","the musical director",2
"1692","the national endowment",2
"1693","the national medal",2
"1694","the nbc orchestra",2
"1695","the neo soul",2
"1696","the newport jazz",2
"1697","the next several",2
"1698","the only musician",2
"1699","the police sting",2
